InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
542560,10060,MINI GIFT WRAP,19,2023-03-23 21:52:55,43.82,12672,United Kingdom
544075,10022,RETRO BUILDING BLOCKS,15,2023-01-20 09:32:37,11.22,12056,Netherlands
538148,10120,MINI WATERING CAN,10,2024-11-28 05:46:23,21.51,12771,United Kingdom
544837,10045,MODERN TABLE LAMP,13,2023-11-29 10:35:15,16.17,12288,United Kingdom
539041,10218,MODERN CAKE STAND,21,2023-10-19 13:51:50,14.74,12199,Netherlands
544986,10131,MINI NIGHT LIGHT,24,2023-09-25 03:24:31,36.15,12503,United Kingdom
538211,10157,RUSTIC VASE,17,2023-12-01 10:28:16,43.45,12077,Netherlands
545392,10156,PASTEL TOY CAR,17,2024-07-16 11:36:44,33.43,12130,United Kingdom
546882,10125,WOODEN LUNCH BOX,17,2024-02-29 04:26:45,39.85,12246,United Kingdom
538048,10010,METAL VASE,9,2024-03-06 13:11:32,6.98,12596,Switzerland
544299,10200,MINI CAKE STAND,21,2023-10-12 12:15:56,18.58,12496,United Kingdom
544379,10050,MINI FAIRY LIGHTS,1,2023-11-19 10:46:38,4.16,12005,Australia
540340,10068,FLORAL TEA TOWEL,23,2023-08-07 10:01:10,11.55,,Switzerland
545079,10015,WOODEN BUILDING BLOCKS,16,2024-06-24 10:19:04,32.09,12654,Italy
539813,10160,CERAMIC BUILDING BLOCKS,15,2024-03-07 23:24:40,13.25,12203,Belgium
546217,10165,CLASSIC BAKING TIN,22,2023-05-27 20:31:12,6.47,12002,United Kingdom
539429,10060,MINI GIFT WRAP,21,2023-07-29 16:12:46,43.82,12484,Germany
542461,10121,PASTEL PUZZLE,22,2023-11-21 04:05:54,28.82,12586,Germany
541358,10045,MODERN TABLE LAMP,11,2023-11-06 21:33:13,16.17,12107,United Kingdom
536727,10192,CLASSIC CAKE STAND,22,2023-06-14 09:16:15,29.43,12249,United Kingdom
546517,10052,MINI GIFT WRAP,18,2024-02-11 16:54:30,27.35,,Ireland
541529,10190,WOODEN STRING LIGHTS,14,2024-06-06 19:03:26,39.81,12334,Italy
545151,10148,MODERN TOY CAR,19,2024-04-18 17:02:12,1.81,12076,Germany
541749,10060,MINI GIFT WRAP,14,2024-02-15 21:39:35,43.82,12054,USA
537829,10152,WOODEN WATERING CAN,13,2024-07-16 07:02:45,11.63,12798,United Kingdom
544595,10065,FLORAL VASE,1,2023-08-08 02:52:42,46.38,12021,France
544934,10174,STRIPED PLANT POT,9,2023-05-24 19:49:18,27.03,12393,Netherlands
C544738,10023,MINI GARDEN SIGN,-23,2024-12-23 05:53:23,33.06,12127,United Kingdom
539062,10187,METAL LANTERN,23,2023-12-04 13:57:07,1.35,12748,United Kingdom
543389,10211,METAL WATERING CAN,6,2024-09-18 17:13:22,19.54,,Netherlands
537070,10050,MINI FAIRY LIGHTS,7,2024-07-22 21:40:31,4.16,12046,Germany
539573,10210,CERAMIC WALL ART,6,2024-12-21 13:30:18,30.64,12501,Norway
547356,10175,RETRO LANTERN,5,2023-11-30 03:30:56,25.71,12238,United Kingdom
538052,10132,CERAMIC SPINNING TOP,23,2024-08-10 00:25:04,12.84,12344,United Kingdom
540100,10059,RUSTIC BIRD FEEDER,22,2024-06-17 05:19:26,21.58,12371,Germany
543721,10181,FLORAL NIGHT LIGHT,17,2023-03-17 20:01:42,16.69,12007,Sweden
545877,10097,MINI PHOTO FRAME,2,2023-03-30 00:12:24,34.37,12280,United Kingdom
546702,10059,RUSTIC BIRD FEEDER,11,2023-05-31 21:20:02,21.58,12131,Spain
541500,10030,WOODEN TOY CAR,14,2023-06-21 03:08:15,26.85,12675,United Kingdom
536547,10028,RUSTIC CANDLE HOLDER,6,2024-06-19 21:39:19,31.68,12055,United Kingdom
543811,10086,RETRO CAKE STAND,8,2024-03-25 14:02:42,44.57,12623,United Kingdom
544314,10140,WOODEN STRING LIGHTS,2,2024-01-31 23:59:55,13.59,12192,Australia
546017,10094,METAL WALL CLOCK,19,2023-12-12 22:04:29,2.62,12135,Spain
537702,10050,MINI FAIRY LIGHTS,23,2024-02-09 00:29:10,4.16,12274,France
538411,10085,CLASSIC GARDEN SIGN,23,2024-05-08 12:58:38,5.94,12487,United Kingdom
538657,10246,VINTAGE STICKER SET,18,2024-12-03 21:01:41,27.99,12207,France
537163,10067,CLASSIC NIGHT LIGHT,4,2024-12-14 07:17:48,36.15,12044,Sweden
536737,10182,FLORAL MUG,18,2024-09-08 23:38:24,44.17,12096,United Kingdom
544836,10065,FLORAL VASE,13,2024-09-03 17:49:00,46.38,12768,United Kingdom
539460,10202,VINTAGE NOTEBOOK,7,2024-09-05 18:02:14,28.04,12668,Australia
540174,10120,MINI WATERING CAN,3,2024-07-04 10:52:12,21.51,12141,Germany
C538840,10053,PASTEL NIGHT LIGHT,-11,2023-06-01 20:16:45,24.08,12266,Sweden
538520,10232,METAL BAKING TIN,19,2023-11-07 21:18:44,32.87,12602,Netherlands
547072,10188,MINI MUG,13,2024-01-16 23:39:35,36.23,12374,United Kingdom
541377,10164,PASTEL MUG,2,2024-02-19 01:56:28,8.34,12206,United Kingdom
537163,10232,METAL BAKING TIN,9,2024-12-14 07:17:48,32.87,12044,Sweden
541872,10122,VINTAGE TOY CAR,12,2024-09-03 19:18:45,15.78,12496,United Kingdom
546867,10010,METAL VASE,21,2023-09-12 22:15:33,6.98,12507,USA
541779,10013,VINTAGE FAIRY LIGHTS,3,2024-03-02 00:51:36,33.34,12673,Belgium
540169,10006,VINTAGE GARDEN SIGN,6,2024-08-21 06:40:37,38.14,12561,Australia
542092,10037,STRIPED TEA TOWEL,18,2023-11-16 04:23:07,38.32,12323,Ireland
547265,10206,WOODEN PHOTO FRAME,19,2023-10-23 05:13:59,6.46,12401,Australia
538530,10077,MINI CAKE STAND,22,2024-02-07 22:38:35,13.9,12068,Spain
542860,10043,RUSTIC TOY CAR,16,2024-07-23 11:00:53,13.87,12732,France
538579,10247,RETRO WALL CLOCK,5,2023-06-05 12:36:59,23.53,12399,United Kingdom
544904,10028,RUSTIC CANDLE HOLDER,12,2024-08-29 13:46:24,31.68,12019,France
541015,10181,FLORAL NIGHT LIGHT,5,2024-01-23 23:03:52,16.69,12548,Germany
538278,10209,RETRO GARDEN SIGN,12,2024-07-28 19:14:39,49.69,12412,Switzerland
544718,10243,FLORAL WATERING CAN,4,2023-04-20 10:44:36,22.38,12147,United Kingdom
536648,10222,FLORAL TABLE LAMP,22,2024-09-19 11:07:06,41.47,12638,France
537761,10171,PASTEL MUG,2,2024-05-05 04:30:29,34.79,12411,Ireland
538238,10144,RUSTIC PLANT POT,9,2023-01-04 07:18:42,8.26,12671,France
545422,10037,STRIPED TEA TOWEL,19,2024-09-17 22:07:27,38.32,12322,USA
546677,10178,CERAMIC PUZZLE,20,2024-02-16 09:35:29,9.51,12649,Portugal
537823,10130,RETRO TOY CAR,8,2023-04-08 19:22:52,23.23,,Spain
545595,10085,CLASSIC GARDEN SIGN,11,2023-10-11 22:03:29,5.94,12056,Netherlands
536859,10007,STRIPED BAKING TIN,10,2024-01-12 18:10:22,14.5,12684,United Kingdom
543634,10067,CLASSIC NIGHT LIGHT,10,2023-02-27 14:36:30,36.15,12689,France
538804,10247,RETRO WALL CLOCK,4,2023-02-27 06:35:39,23.53,12325,Ireland
545897,10075,CERAMIC PLANT POT,13,2024-06-19 20:21:29,33.15,12486,France
537564,10236,CERAMIC CAKE STAND,13,2023-11-12 02:10:43,34.94,12356,United Kingdom
543555,10040,VINTAGE PENCIL CASE,18,2024-07-22 19:20:47,12.69,12046,Germany
539635,10232,METAL BAKING TIN,14,2023-08-07 15:41:16,32.87,12026,United Kingdom
545754,10125,WOODEN LUNCH BOX,24,2023-12-12 03:41:19,39.85,12441,Belgium
544506,10135,MINI WALL ART,22,2024-03-20 08:06:47,45.93,12653,France
539734,10194,STRIPED NIGHT LIGHT,4,2024-06-15 07:36:26,18.14,12470,Germany
539442,10014,MINI NOTEBOOK,4,2024-02-24 04:24:15,43.43,12614,United Kingdom
545440,10019,RUSTIC WATERING CAN,18,2024-06-18 08:06:26,23.57,12498,United Kingdom
541756,10125,WOODEN LUNCH BOX,5,2024-01-19 17:18:07,39.85,12413,Norway
543189,10076,STRIPED WIND CHIME,6,2024-10-03 01:32:08,46.78,12443,Germany
536404,10241,PASTEL GARDEN SIGN,23,2023-06-05 04:32:34,38.02,12577,Switzerland
539451,10129,VINTAGE MUG,17,2024-05-23 05:53:52,12.88,12645,Portugal
537505,10058,MINI NOTEBOOK,21,2023-03-20 11:18:44,10.26,12589,United Kingdom
536937,10197,MINI WATERING CAN,21,2023-06-09 20:58:10,11.48,12155,Italy
C545919,10189,MINI TOY CAR,-5,2023-02-26 22:33:55,34.79,12793,United Kingdom
541527,10095,METAL STICKER SET,12,2023-10-07 08:54:53,8.13,12063,Netherlands
541217,10076,STRIPED WIND CHIME,22,2024-04-05 06:05:11,46.78,12632,United Kingdom
539242,10189,MINI TOY CAR,11,2023-05-08 05:57:04,34.79,12398,Sweden
542765,10075,CERAMIC PLANT POT,19,2024-11-25 07:45:57,33.15,12631,Spain
538616,10001,RUSTIC TEA TOWEL,18,2023-01-17 19:14:39,37.04,12624,France
543919,10190,WOODEN STRING LIGHTS,18,2023-06-19 01:04:19,39.81,12105,Spain
C537293,10008,RETRO CAKE STAND,-6,2024-05-12 02:38:46,5.41,12678,United Kingdom
540340,10050,MINI FAIRY LIGHTS,1,2023-08-07 10:01:10,4.16,,Switzerland
543896,10010,METAL VASE,8,2024-12-13 16:05:34,6.98,12371,Germany
538722,10108,CLASSIC GREETING CARD,1,2023-07-16 23:29:28,25.88,12453,United Kingdom
546510,10042,RUSTIC WALL ART,18,2023-03-16 17:37:49,7.16,12482,United Kingdom
540848,10212,PASTEL BUILDING BLOCKS,1,2023-09-18 22:33:18,49.5,12773,United Kingdom
541985,10181,FLORAL NIGHT LIGHT,6,2024-05-27 00:56:25,16.69,12118,Spain
543026,10124,WOODEN GIFT WRAP,20,2023-01-31 13:19:56,22.58,,France
544952,10210,CERAMIC WALL ART,12,2024-07-06 01:23:19,30.64,12660,Italy
536571,10214,MINI FAIRY LIGHTS,16,2024-04-07 13:44:47,31.59,12148,United Kingdom
544417,10178,CERAMIC PUZZLE,13,2024-10-17 19:51:47,9.51,,Germany
544858,10082,STRIPED WALL CLOCK,23,2024-04-10 14:09:36,14.85,12660,Italy
538375,10195,FLORAL BUILDING BLOCKS,23,2024-05-07 04:47:33,13.2,12670,Canada
538272,10171,PASTEL MUG,21,2023-02-13 02:05:29,34.79,12663,Germany
540134,10003,RETRO CANDLE HOLDER,2,2023-08-04 15:40:07,11.59,12712,Spain
542828,10012,STRIPED NIGHT LIGHT,13,2023-04-20 20:32:19,29.22,12107,United Kingdom
537378,10047,MINI WOODEN TOY,14,2023-11-07 17:41:53,11.89,12082,United Kingdom
545999,10038,VINTAGE WIND CHIME,21,2023-06-15 02:39:56,30.28,12059,Switzerland
539966,10194,STRIPED NIGHT LIGHT,2,2023-11-15 19:55:57,18.14,12311,Italy
538321,10248,WOODEN WALL CLOCK,2,2024-01-24 04:58:30,46.68,,France
542133,10113,CERAMIC PLANT POT,23,2023-02-16 09:55:57,45.05,12643,United Kingdom
542851,10058,MINI NOTEBOOK,4,2024-09-21 08:27:01,10.26,12400,United Kingdom
546917,10181,FLORAL NIGHT LIGHT,9,2023-12-03 16:30:12,16.69,12730,Portugal
544510,10107,FLORAL BUILDING BLOCKS,19,2024-01-08 16:06:47,43.32,12589,United Kingdom
544765,10047,MINI WOODEN TOY,22,2023-10-14 12:41:53,11.89,12712,Spain
542052,10082,STRIPED WALL CLOCK,14,2023-08-06 17:08:42,14.85,12732,France
542678,10139,WOODEN TOY CAR,3,2023-11-26 06:13:08,44.94,12041,United Kingdom
546838,10247,RETRO WALL CLOCK,3,2024-04-13 06:32:19,23.53,12262,France
543657,10168,RUSTIC FAIRY LIGHTS,3,2024-05-26 03:38:19,48.26,12373,Belgium
544702,10071,METAL TOY CAR,18,2023-12-06 02:49:55,8.59,12054,USA
538450,10137,METAL NIGHT LIGHT,3,2024-05-28 03:38:35,30.11,12221,United Kingdom
545649,10203,CLASSIC TABLE LAMP,21,2024-07-24 10:16:26,43.53,12416,United Kingdom
545983,10159,STRIPED BAKING TIN,15,2024-08-15 11:05:30,17.43,12413,Norway
540975,10186,FLORAL GREETING CARD,18,2023-05-11 18:39:01,44.11,12458,Germany
538463,10236,CERAMIC CAKE STAND,11,2023-01-19 23:52:48,34.94,12765,Italy
547028,10215,RUSTIC NOTEBOOK,14,2023-05-04 21:06:28,12.64,12597,Spain
546046,10247,RETRO WALL CLOCK,4,2023-12-29 21:39:31,23.53,12116,United Kingdom
545679,10000,VINTAGE FAIRY LIGHTS,4,2023-08-14 05:11:33,37.29,12002,United Kingdom
536793,10214,MINI FAIRY LIGHTS,7,2024-11-25 20:38:31,31.59,12268,Germany
540491,10049,VINTAGE WATERING CAN,1,2024-03-13 19:57:28,4.34,12530,United Kingdom
541876,10055,STRIPED STRING LIGHTS,7,2024-09-01 13:01:19,21.66,12564,United Kingdom
544426,10097,MINI PHOTO FRAME,22,2024-08-31 21:25:45,34.37,12758,United Kingdom
546694,10240,CERAMIC BIRD FEEDER,13,2023-07-30 10:28:02,3.51,12799,United Kingdom
536578,10196,STRIPED WALL CLOCK,10,2024-01-17 02:55:40,6.72,12789,United Kingdom
540822,10012,STRIPED NIGHT LIGHT,10,2023-07-29 03:23:49,29.22,12287,Ireland
538472,10055,STRIPED STRING LIGHTS,2,2024-06-21 21:13:02,21.66,12730,Portugal
546481,10220,CLASSIC STICKER SET,23,2024-11-03 09:03:23,40.35,12494,Spain
544483,10077,MINI CAKE STAND,14,2024-02-12 21:32:16,13.9,12420,United Kingdom
544257,10230,VINTAGE WIND CHIME,19,2024-11-23 05:56:24,49.97,12529,United Kingdom
540344,10069,MODERN WALL ART,19,2024-05-22 03:27:07,27.49,12300,United Kingdom
542075,10049,VINTAGE WATERING CAN,20,2024-09-08 08:32:23,4.34,12574,France
537769,10185,WOODEN PENCIL CASE,16,2023-04-22 01:59:05,11.27,12613,United Kingdom
545016,10209,RETRO GARDEN SIGN,15,2024-02-09 10:55:20,49.69,12494,Spain
545921,10178,CERAMIC PUZZLE,4,2024-11-23 05:04:51,9.51,12348,United Kingdom
541110,10127,STRIPED WIND CHIME,18,2024-12-21 04:56:37,5.44,12734,Spain
545778,10058,MINI NOTEBOOK,20,2023-08-26 17:20:35,10.26,12518,Belgium
536763,10039,RETRO WOODEN TOY,15,2024-05-07 16:18:44,46.51,12641,Spain
547036,10074,PASTEL WATERING CAN,6,2023-05-12 03:34:17,30.06,12522,Germany
539657,10077,MINI CAKE STAND,21,2024-06-23 02:27:59,13.9,12772,France
546052,10022,RETRO BUILDING BLOCKS,7,2024-08-04 21:20:09,11.22,12222,United Kingdom
546332,10131,MINI NIGHT LIGHT,13,2024-05-05 06:18:08,36.15,12481,France
538141,10044,MINI BIRD FEEDER,9,2024-05-13 09:48:26,46.5,12502,Sweden
538954,10014,MINI NOTEBOOK,17,2023-10-21 10:02:59,43.43,12690,Italy
542808,10162,MINI PHOTO FRAME,23,2024-03-29 19:41:13,32.8,12773,United Kingdom
541126,10143,FLORAL PENCIL CASE,2,2023-05-28 12:20:18,17.35,12288,United Kingdom
537162,10153,VINTAGE SPINNING TOP,21,2023-03-11 06:28:12,19.96,12064,Belgium
538440,10071,METAL TOY CAR,24,2024-12-29 07:58:31,8.59,12031,Portugal
544048,10013,VINTAGE FAIRY LIGHTS,7,2024-04-12 22:57:59,33.34,12032,United Kingdom
537155,10199,FLORAL WIND CHIME,19,2023-03-11 03:30:20,49.03,12108,Switzerland
539864,10138,MODERN TOY CAR,8,2024-12-06 19:27:38,44.68,12652,United Kingdom
537395,10043,RUSTIC TOY CAR,12,2024-01-27 01:06:12,13.87,12651,United Kingdom
538006,10160,CERAMIC BUILDING BLOCKS,19,2023-07-29 08:51:36,13.25,12764,Spain
538348,10082,STRIPED WALL CLOCK,8,2023-01-25 05:06:59,14.85,12315,United Kingdom
538924,10224,FLORAL WIND CHIME,7,2024-11-14 02:39:35,22.43,12006,France
538998,10172,RETRO TABLE LAMP,2,2024-09-19 19:15:03,35.11,12382,Ireland
544579,10089,METAL LANTERN,16,2024-08-08 02:43:04,24.86,12661,United Kingdom
541377,10093,METAL BIRD FEEDER,6,2024-02-19 01:56:28,1.33,12206,United Kingdom
546363,10241,PASTEL GARDEN SIGN,21,2023-01-12 05:44:44,38.02,12476,United Kingdom
C543195,10136,RUSTIC VASE,-21,2023-06-29 05:37:22,40.23,12753,United Kingdom
542645,10202,VINTAGE NOTEBOOK,16,2023-05-13 01:51:57,28.04,12563,Germany
541859,10128,MINI CAKE STAND,14,2024-04-27 22:28:49,40.48,12013,France
543147,10122,VINTAGE TOY CAR,3,2024-03-06 14:20:49,15.78,12318,Spain
540587,10179,PASTEL GARDEN SIGN,16,2024-02-01 05:55:32,40.56,12654,Italy
545695,10028,RUSTIC CANDLE HOLDER,7,2024-08-11 22:41:59,31.68,12463,Switzerland
541102,10077,MINI CAKE STAND,9,2024-03-19 12:40:05,13.9,12008,Sweden
539660,10190,WOODEN STRING LIGHTS,21,2024-09-27 20:59:41,39.81,12039,Canada
537271,10161,VINTAGE VASE,8,2024-06-25 06:57:14,37.66,12241,United Kingdom
545563,10059,RUSTIC BIRD FEEDER,1,2023-06-29 19:17:37,21.58,12576,Switzerland
538034,10020,MINI STICKER SET,17,2024-05-20 05:03:24,34.49,12791,Portugal
539840,10225,MODERN BUILDING BLOCKS,16,2024-10-12 19:45:43,20.63,12748,United Kingdom
547350,10243,FLORAL WATERING CAN,8,2024-05-07 10:18:40,22.38,12148,United Kingdom
547071,10005,CERAMIC NIGHT LIGHT,16,2024-09-08 00:10:00,11.68,12270,United Kingdom
543965,10220,CLASSIC STICKER SET,4,2024-06-10 23:13:56,40.35,12245,United Kingdom
539790,10223,RUSTIC CANDLE HOLDER,10,2023-09-16 01:40:30,39.8,12637,Canada
539428,10000,VINTAGE FAIRY LIGHTS,21,2023-11-09 08:18:28,37.29,12576,Switzerland
542441,10033,FLORAL NOTEBOOK,16,2024-04-24 06:46:22,22.21,12073,United Kingdom
538670,10185,WOODEN PENCIL CASE,5,2024-06-26 05:40:21,11.27,12307,Switzerland
545858,10055,STRIPED STRING LIGHTS,1,2023-07-23 17:27:48,21.66,12062,United Kingdom
545970,10075,CERAMIC PLANT POT,13,2024-01-19 20:49:40,33.15,12095,United Kingdom
538911,10159,STRIPED BAKING TIN,23,2023-03-16 23:49:05,17.43,12378,France
541711,10073,CERAMIC WALL CLOCK,12,2023-10-25 16:49:11,6.74,12033,Belgium
C536675,10049,VINTAGE WATERING CAN,-3,2023-08-07 08:43:35,4.34,12776,Ireland
540577,10178,CERAMIC PUZZLE,16,2024-04-22 13:27:19,9.51,12048,Germany
545044,10249,MODERN STICKER SET,11,2023-08-24 00:55:50,14.29,,Germany
541621,10239,VINTAGE TOY CAR,14,2024-05-07 08:02:28,33.17,12227,Ireland
541689,10126,CLASSIC TABLE LAMP,24,2023-11-29 19:08:04,5.02,12614,United Kingdom
538671,10111,RETRO NOTEBOOK,17,2024-09-16 22:58:59,30.17,12397,United Kingdom
544898,10118,METAL PHOTO FRAME,23,2023-04-14 16:04:35,16.05,12703,United Kingdom
544379,10238,FLORAL PHOTO FRAME,21,2023-11-19 10:46:38,16.74,12005,Australia
537354,10242,VINTAGE STRING LIGHTS,4,2024-01-24 19:49:59,10.85,12310,Belgium
543091,10015,WOODEN BUILDING BLOCKS,24,2024-02-20 05:25:52,32.09,12203,Belgium
543675,10025,METAL LUNCH BOX,20,2023-07-20 02:50:20,13.76,12621,Norway
538275,10095,METAL STICKER SET,3,2023-04-16 04:10:50,8.13,12709,Canada
544434,10005,CERAMIC NIGHT LIGHT,21,2023-06-13 07:30:12,11.68,12004,United Kingdom
542283,10202,VINTAGE NOTEBOOK,10,2024-10-18 09:36:41,28.04,12212,Germany
542147,10026,PASTEL BIRD FEEDER,21,2023-11-16 01:02:07,20.48,12632,United Kingdom
539055,10201,MODERN NOTEBOOK,15,2023-03-29 07:46:41,27.1,12118,Spain
542843,10092,RUSTIC CAKE STAND,6,2024-10-08 14:36:43,37.27,12182,Sweden
543101,10070,VINTAGE LANTERN,12,2023-06-29 17:01:29,3.31,,United Kingdom
539511,10086,RETRO CAKE STAND,24,2024-03-16 20:23:21,44.57,12023,France
542583,10157,RUSTIC VASE,24,2023-09-23 07:39:11,43.45,12746,Norway
541787,10124,WOODEN GIFT WRAP,20,2024-10-30 14:59:22,22.58,12261,United Kingdom
538226,10017,MODERN LANTERN,22,2023-08-04 20:41:19,46.88,12654,Italy
539119,10109,STRIPED NIGHT LIGHT,15,2023-03-26 03:22:16,47.0,12558,Germany
547127,10073,CERAMIC WALL CLOCK,22,2023-08-25 00:53:05,6.74,12166,USA
542792,10248,WOODEN WALL CLOCK,14,2024-08-10 23:19:56,46.68,12584,Australia
541186,10078,WOODEN CAKE STAND,2,2024-04-25 15:00:11,16.39,12233,United Kingdom
538301,10163,VINTAGE FAIRY LIGHTS,19,2023-04-09 19:45:09,47.51,12110,United Kingdom
543504,10098,STRIPED FAIRY LIGHTS,5,2023-01-13 22:17:30,39.18,12440,France
536421,10080,RETRO PLANT POT,5,2023-10-01 01:05:57,27.27,12393,Netherlands
539377,10144,RUSTIC PLANT POT,3,2024-10-07 11:22:54,8.26,12280,United Kingdom
536752,10003,RETRO CANDLE HOLDER,22,2023-04-03 06:26:56,11.59,12272,Germany
541619,10141,METAL CAKE STAND,12,2024-01-06 02:02:15,24.66,12233,United Kingdom
541947,10133,RETRO FAIRY LIGHTS,4,2023-06-12 23:58:40,39.1,12438,United Kingdom
538438,10041,RETRO PLANT POT,22,2023-03-01 13:59:43,36.82,12090,Ireland
538874,10206,WOODEN PHOTO FRAME,18,2024-04-24 02:00:02,6.46,12798,United Kingdom
538329,10166,MODERN BAKING TIN,2,2023-03-22 23:39:26,13.44,12396,Italy
542323,10234,WOODEN WOODEN TOY,23,2024-11-10 05:24:45,17.95,12437,Spain
537235,10071,METAL TOY CAR,24,2023-08-07 03:26:53,8.59,12570,United Kingdom
537482,10116,STRIPED TABLE LAMP,19,2024-05-17 13:42:45,22.04,12580,United Kingdom
543694,10028,RUSTIC CANDLE HOLDER,19,2023-06-17 04:30:49,31.68,12038,Italy
537943,10153,VINTAGE SPINNING TOP,7,2024-08-15 07:06:11,19.96,12267,France
547012,10096,FLORAL MUG,21,2024-03-10 15:55:22,18.77,12121,Netherlands
547327,10039,RETRO WOODEN TOY,21,2023-08-30 06:23:48,46.51,12117,USA
545013,10208,RUSTIC FAIRY LIGHTS,3,2024-03-20 09:49:26,8.18,12720,United Kingdom
542496,10199,FLORAL WIND CHIME,10,2023-08-29 05:45:56,49.03,12647,Belgium
540675,10244,RETRO STRING LIGHTS,19,2024-04-23 17:01:16,2.27,12540,United Kingdom
542760,10085,CLASSIC GARDEN SIGN,17,2024-09-21 02:47:03,5.94,12312,France
540144,10102,FLORAL PUZZLE,22,2024-10-27 05:05:48,8.67,12013,France
539485,10021,VINTAGE WALL CLOCK,7,2024-12-02 20:00:25,40.41,12546,United Kingdom
546663,10123,PASTEL BAKING TIN,17,2023-08-02 15:34:14,30.66,12605,Germany
539986,10247,RETRO WALL CLOCK,3,2024-04-03 11:53:34,23.53,12277,United Kingdom
542261,10174,STRIPED PLANT POT,17,2023-05-09 05:35:06,27.03,12625,United Kingdom
545000,10206,WOODEN PHOTO FRAME,24,2024-10-14 23:59:56,6.46,12271,Germany
538233,10176,CERAMIC NOTEBOOK,15,2023-02-06 07:19:20,41.26,12060,Switzerland
543851,10002,RETRO NIGHT LIGHT,5,2023-06-14 23:29:30,29.87,12153,Switzerland
544829,10153,VINTAGE SPINNING TOP,16,2024-09-29 16:18:38,19.96,12347,United Kingdom
540074,10008,RETRO CAKE STAND,17,2024-06-25 23:36:47,5.41,12098,Italy
547116,10095,METAL STICKER SET,22,2023-12-02 04:01:43,8.13,12752,Germany
540343,10213,PASTEL STICKER SET,4,2023-05-21 11:01:22,3.81,12675,United Kingdom
542050,10242,VINTAGE STRING LIGHTS,11,2023-12-21 14:48:38,10.85,12592,Canada
540551,10043,RUSTIC TOY CAR,16,2024-11-30 13:21:16,13.87,12261,United Kingdom
536879,10048,PASTEL NOTEBOOK,24,2023-07-11 15:25:12,28.07,12741,United Kingdom
545610,10040,VINTAGE PENCIL CASE,17,2024-04-29 16:25:08,12.69,12340,United Kingdom
545594,10246,VINTAGE STICKER SET,20,2023-05-25 06:04:29,27.99,12141,Germany
538369,10241,PASTEL GARDEN SIGN,22,2023-07-18 21:05:21,38.02,12538,United Kingdom
541554,10198,MODERN BUILDING BLOCKS,22,2023-11-16 00:15:54,29.82,12794,USA
540018,10208,RUSTIC FAIRY LIGHTS,19,2024-01-24 09:23:45,8.18,12711,United Kingdom
C542886,10209,RETRO GARDEN SIGN,-3,2023-01-24 23:33:54,49.69,12793,United Kingdom
537366,10129,VINTAGE MUG,19,2024-12-09 10:28:39,12.88,12282,France
546413,10001,RUSTIC TEA TOWEL,14,2024-06-20 16:32:37,37.04,12685,USA
542901,10142,WOODEN CAKE STAND,3,2024-06-14 17:53:01,4.66,12354,United Kingdom
541457,10126,CLASSIC TABLE LAMP,22,2023-02-22 04:03:14,5.02,12428,United Kingdom
542736,10189,MINI TOY CAR,23,2024-11-27 00:29:59,34.79,,United Kingdom
539445,10040,VINTAGE PENCIL CASE,6,2023-01-06 08:14:48,12.69,,Switzerland
539276,10159,STRIPED BAKING TIN,21,2024-02-24 08:06:12,17.43,12540,United Kingdom
540256,10159,STRIPED BAKING TIN,4,2023-11-04 16:09:46,17.43,12479,United Kingdom
543436,10115,METAL WALL ART,18,2024-08-23 19:40:57,34.6,12249,United Kingdom
542006,10008,RETRO CAKE STAND,8,2024-05-15 10:49:33,5.41,12417,Ireland
545914,10088,MODERN WATERING CAN,22,2023-07-02 19:25:22,17.7,12184,Norway
536369,10141,METAL CAKE STAND,10,2023-12-29 14:03:52,24.66,12527,Australia
539051,10178,CERAMIC PUZZLE,12,2024-06-19 15:28:47,9.51,12467,France
546886,10026,PASTEL BIRD FEEDER,4,2023-01-22 19:22:53,20.48,12322,USA
544260,10181,FLORAL NIGHT LIGHT,19,2023-09-03 23:23:17,16.69,,Netherlands
543131,10063,CERAMIC TEA TOWEL,2,2023-06-09 04:14:11,24.71,12172,France
537434,10191,MINI PHOTO FRAME,18,2024-10-23 14:24:24,20.72,12300,United Kingdom
546728,10107,FLORAL BUILDING BLOCKS,21,2024-11-16 21:33:08,43.32,12260,France
539193,10095,METAL STICKER SET,24,2023-11-18 07:09:58,8.13,12779,Canada
543998,10069,MODERN WALL ART,4,2023-09-27 13:35:55,27.49,12482,United Kingdom
543758,10104,MINI PUZZLE,23,2024-07-12 07:31:46,40.98,12614,United Kingdom
542447,10219,CLASSIC WOODEN TOY,24,2023-01-21 08:51:55,12.32,,United Kingdom
546143,10041,RETRO PLANT POT,1,2024-12-11 20:12:26,36.82,12248,United Kingdom
539188,10070,VINTAGE LANTERN,8,2024-11-25 09:25:00,3.31,12145,United Kingdom
539021,10019,RUSTIC WATERING CAN,17,2023-09-08 08:10:24,23.57,12295,Germany
537185,10004,VINTAGE WIND CHIME,15,2023-09-03 17:58:42,28.43,12602,Netherlands
545368,10213,PASTEL STICKER SET,10,2024-11-17 23:20:58,3.81,12074,Spain
546062,10195,FLORAL BUILDING BLOCKS,3,2024-09-13 11:48:06,13.2,12610,France
539496,10073,CERAMIC WALL CLOCK,4,2024-05-24 21:24:56,6.74,12325,Ireland
